name	x	y	z
Fp1	-0.03090258833242555	0.114585178792428	0.02786657432908913
Fp2	0.028409495337624727	0.11534630990164213	0.027721257722525875
F7	-0.07187662505917264	0.07310352742670875	0.025790455878913307
F8	0.07143526925150917	0.07450512647808137	0.025101027393177114
T7	-0.08598207795805729	0.014871638175652204	0.031173373739044698
T8	0.08326136985759491	0.015258189278681372	0.030972968524059938
P7	-0.07445796452347851	-0.042123164958505765	0.04127363138738122
P8	0.07103247088902218	-0.04225997601209522	0.0411988627819509
